time_elapsed,mode,fps,inference_ms,confidence
49.47,heuristic,36.2,0.0,0.0
49.53,heuristic,47.2,0.0,0.0
49.59,heuristic,55.9,0.0,0.0
49.66,heuristic,44.2,0.0,0.0
49.73,heuristic,45.2,0.0,0.0
49.79,heuristic,44.1,0.0,0.0
49.86,heuristic,45.4,0.0,0.0
49.93,heuristic,44.9,0.0,0.0
49.99,heuristic,49.8,0.0,0.0
50.06,heuristic,38.1,0.0,0.0
50.13,heuristic,46.6,0.0,0.0
50.2,heuristic,51.5,0.0,0.0
50.26,heuristic,48.5,0.0,0.0
50.34,heuristic,37.1,0.0,0.0
50.42,heuristic,41.2,0.0,0.0
50.49,heuristic,42.1,0.0,0.0
50.57,heuristic,48.5,0.0,0.0
50.63,heuristic,47.2,0.0,0.0
50.71,heuristic,44.6,0.0,0.0
50.77,heuristic,42.4,0.0,0.0
50.83,heuristic,45.9,0.0,0.0
50.94,heuristic,20.4,0.0,0.0
51.01,heuristic,47.8,0.0,0.0
51.08,heuristic,39.9,0.0,0.0
51.16,heuristic,45.4,0.0,0.0
51.22,heuristic,43.8,0.0,0.0
51.29,heuristic,32.6,0.0,0.0
51.37,heuristic,31.5,0.0,0.0
51.44,heuristic,43.6,0.0,0.0
51.5,heuristic,43.4,0.0,0.0
51.58,heuristic,40.4,0.0,0.0
51.65,heuristic,45.3,0.0,0.0
51.73,heuristic,42.3,0.0,0.0
51.82,heuristic,27.1,0.0,0.0
51.9,heuristic,30.1,0.0,0.0
51.97,heuristic,40.7,0.0,0.0
52.05,heuristic,35.7,0.0,0.0
52.12,heuristic,41.0,0.0,0.0
52.19,heuristic,36.7,0.0,0.0
52.27,heuristic,36.3,0.0,0.0
52.34,heuristic,45.4,0.0,0.0
52.41,heuristic,27.9,0.0,0.0
52.49,heuristic,29.9,0.0,0.0
52.57,heuristic,28.1,0.0,0.0
52.65,heuristic,47.2,0.0,0.0
52.73,heuristic,25.2,0.0,0.0
52.8,heuristic,49.0,0.0,0.0
52.97,heuristic,8.0,0.0,0.0
53.04,heuristic,45.5,0.0,0.0
53.1,heuristic,46.5,0.0,0.0
53.16,heuristic,52.0,0.0,0.0
53.23,heuristic,36.9,0.0,0.0
53.31,heuristic,33.8,0.0,0.0
53.39,heuristic,29.3,0.0,0.0
53.47,heuristic,30.2,0.0,0.0
53.54,heuristic,33.4,0.0,0.0
53.63,heuristic,27.9,0.0,0.0
53.71,heuristic,40.1,0.0,0.0
53.79,heuristic,41.1,0.0,0.0
53.86,heuristic,40.8,0.0,0.0
53.94,heuristic,35.6,0.0,0.0
54.03,heuristic,29.3,0.0,0.0
54.1,heuristic,42.8,0.0,0.0
54.17,heuristic,44.8,0.0,0.0
54.26,heuristic,28.5,0.0,0.0
54.34,heuristic,25.9,0.0,0.0
54.42,heuristic,43.6,0.0,0.0
54.48,heuristic,44.9,0.0,0.0
54.55,heuristic,35.5,0.0,0.0
54.63,heuristic,36.1,0.0,0.0
54.71,heuristic,27.6,0.0,0.0
54.79,heuristic,42.9,0.0,0.0
54.86,heuristic,31.4,0.0,0.0
54.93,heuristic,42.6,0.0,0.0
54.99,heuristic,43.7,0.0,0.0
55.06,heuristic,42.9,0.0,0.0
55.14,heuristic,41.5,0.0,0.0
55.21,heuristic,43.6,0.0,0.0
55.29,heuristic,43.1,0.0,0.0
55.37,heuristic,43.8,0.0,0.0
55.44,heuristic,41.2,0.0,0.0
55.52,heuristic,43.0,0.0,0.0
55.6,heuristic,45.0,0.0,0.0
55.67,heuristic,46.0,0.0,0.0
55.74,heuristic,35.0,0.0,0.0
55.82,heuristic,37.1,0.0,0.0
55.89,heuristic,42.9,0.0,0.0
55.97,heuristic,38.5,0.0,0.0
56.04,heuristic,46.3,0.0,0.0
56.11,heuristic,39.8,0.0,0.0
56.19,heuristic,46.1,0.0,0.0
56.26,heuristic,41.8,0.0,0.0
56.33,heuristic,37.7,0.0,0.0
56.4,heuristic,34.3,0.0,0.0
56.47,heuristic,42.9,0.0,0.0
56.54,heuristic,42.9,0.0,0.0
56.61,heuristic,42.3,0.0,0.0
56.67,heuristic,44.0,0.0,0.0
56.75,heuristic,41.8,0.0,0.0
56.91,heuristic,41.8,0.0,0.0
57.0,heuristic,43.4,0.0,0.0
57.09,heuristic,45.6,0.0,0.0
57.23,heuristic,43.9,0.0,0.0
57.29,heuristic,43.5,0.0,0.0
57.36,heuristic,46.8,0.0,0.0
57.42,heuristic,43.3,0.0,0.0
57.48,heuristic,47.8,0.0,0.0
57.55,heuristic,42.7,0.0,0.0
57.61,heuristic,46.9,0.0,0.0
57.68,heuristic,42.1,0.0,0.0
57.74,heuristic,45.5,0.0,0.0
57.81,heuristic,43.3,0.0,0.0
57.88,heuristic,44.7,0.0,0.0
57.95,heuristic,43.0,0.0,0.0
58.03,ml,42.9,0.0,0.0
58.09,ml,46.4,0.0,0.0
58.17,ml,41.5,0.0,0.0
58.24,ml,44.5,0.0,0.0
58.32,ml,43.0,0.0,0.0
58.4,ml,43.7,0.0,0.0
58.46,ml,42.8,0.0,0.0
58.53,ml,47.2,0.0,0.0
58.59,ml,46.4,0.0,0.0
58.65,ml,40.8,0.0,0.0
58.71,ml,46.3,0.0,0.0
58.78,ml,45.5,0.0,0.0
58.85,ml,46.1,0.0,0.0
58.91,ml,43.2,0.0,0.0
58.99,ml,49.9,0.0,0.0
59.05,ml,43.8,0.0,0.0
59.12,ml,44.3,0.0,0.0
59.2,ml,45.2,0.0,0.0
59.26,ml,48.6,0.0,0.0
59.33,ml,43.8,0.0,0.0
59.4,ml,44.6,0.0,0.0
59.48,ml,42.7,0.0,0.0
59.55,ml,45.3,0.0,0.0
59.64,ml,21.2,9.3,37.0
59.72,ml,33.8,5.0,84.0
59.79,ml,39.2,4.3,83.0
59.86,ml,50.1,4.3,83.0
59.94,ml,24.6,4.9,100.0
60.02,ml,38.3,4.5,99.0
60.2,ml,7.7,5.0,98.0
60.27,ml,38.5,4.9,99.0
60.35,ml,38.6,4.9,99.0
60.43,ml,37.6,4.4,99.0
60.5,ml,35.4,5.4,100.0
60.56,ml,41.2,4.2,100.0
60.64,ml,39.3,4.4,100.0
60.72,ml,39.2,4.1,100.0
60.8,ml,38.3,4.6,100.0
60.87,ml,40.6,4.2,100.0
60.95,ml,38.3,4.5,100.0
61.03,ml,36.6,4.5,100.0
61.11,ml,37.4,5.0,100.0
61.19,ml,36.0,5.5,100.0
61.27,ml,33.1,4.6,99.0
61.34,ml,40.2,4.7,100.0
61.42,ml,40.0,4.2,100.0
61.5,ml,36.4,4.4,99.0
61.57,ml,39.4,3.8,100.0
61.65,ml,43.5,4.7,100.0
61.73,ml,33.9,6.1,100.0
61.8,ml,39.7,4.6,100.0
61.88,ml,41.2,4.3,100.0
61.96,ml,37.9,4.3,100.0
62.04,ml,39.7,4.3,99.0
62.1,ml,40.1,4.4,100.0
62.18,ml,41.1,4.1,100.0
62.25,ml,44.0,4.4,100.0
62.33,ml,35.8,4.6,100.0
62.41,ml,41.4,4.3,100.0
62.49,ml,38.3,4.4,100.0
62.56,ml,39.4,4.3,100.0
62.64,ml,37.9,4.5,100.0
62.71,ml,46.4,4.2,100.0
62.78,ml,39.4,4.3,100.0
62.86,ml,38.1,4.4,100.0
62.94,ml,40.3,4.4,100.0
63.01,ml,42.3,4.1,100.0
63.08,ml,40.4,4.7,100.0
63.16,ml,40.0,4.4,100.0
63.24,ml,37.4,4.7,100.0
63.31,ml,41.4,4.0,100.0
63.37,ml,38.5,4.4,100.0
63.46,ml,36.3,5.8,100.0
63.53,ml,36.6,5.8,100.0
63.6,ml,44.3,5.8,100.0
63.68,ml,40.5,5.8,100.0
63.76,ml,40.5,5.8,100.0
63.83,ml,48.0,5.8,100.0
63.89,ml,45.0,5.8,100.0
63.96,ml,39.0,5.8,100.0
64.03,ml,42.1,5.8,100.0
64.09,ml,44.3,5.8,100.0
64.15,ml,41.1,5.8,100.0
64.22,ml,52.4,5.8,100.0
64.28,ml,43.0,5.8,100.0
64.37,ml,36.8,5.8,100.0
64.44,ml,44.7,5.8,100.0
64.51,ml,48.4,5.8,100.0
64.59,ml,33.2,5.8,100.0
64.66,ml,44.1,5.8,100.0
64.73,ml,48.6,5.8,100.0
64.8,ml,43.8,5.8,100.0
64.87,ml,43.5,5.8,100.0
64.95,ml,38.0,5.8,100.0
65.03,ml,45.8,5.8,100.0
65.11,ml,38.1,5.8,100.0
65.18,ml,54.1,5.8,100.0
65.24,ml,46.5,5.8,100.0
65.32,ml,37.7,5.8,100.0
65.4,ml,47.6,5.8,100.0
65.46,ml,46.5,5.8,100.0
65.53,ml,39.2,5.8,100.0
65.6,ml,44.2,5.8,100.0
65.68,ml,39.6,5.8,100.0
65.75,ml,44.5,5.8,100.0
65.83,ml,42.9,5.8,100.0
65.91,ml,38.9,5.8,100.0
65.98,ml,35.6,5.8,100.0
66.04,ml,41.1,5.8,100.0
66.11,ml,42.9,5.8,100.0
66.17,ml,38.9,5.8,100.0
66.25,ml,37.3,5.8,100.0
66.33,ml,37.4,5.8,100.0
66.4,ml,32.1,5.8,100.0
66.47,ml,46.5,5.8,100.0
66.54,ml,25.9,5.8,100.0
66.63,ml,27.6,5.8,100.0
66.7,ml,32.2,5.8,100.0
66.78,ml,35.4,5.8,100.0
66.89,ml,17.7,5.8,100.0
66.97,ml,46.6,5.8,100.0
67.03,ml,44.9,5.8,100.0
67.11,ml,29.5,5.8,100.0
67.17,ml,45.0,5.8,100.0
67.27,ml,23.3,5.8,100.0
67.34,ml,46.7,5.8,100.0
67.41,ml,37.7,5.8,100.0
67.48,ml,44.7,5.8,100.0
67.55,ml,46.5,5.8,100.0
67.62,ml,33.3,5.8,100.0
67.69,ml,40.8,5.8,100.0
67.77,ml,42.4,5.8,100.0
67.83,ml,41.1,5.8,100.0
67.89,ml,39.5,5.8,100.0
67.97,ml,36.1,5.8,100.0
68.05,ml,32.7,5.8,100.0
68.12,ml,41.7,5.8,100.0
68.19,ml,40.8,5.8,100.0
68.27,ml,31.2,5.8,100.0
68.34,ml,43.6,5.8,100.0
68.42,ml,35.0,5.8,100.0
68.5,ml,38.3,5.8,100.0
68.57,ml,38.1,5.8,100.0
68.66,ml,29.9,5.8,100.0
68.73,ml,38.0,5.8,100.0
68.81,ml,38.2,5.8,100.0
68.88,ml,50.0,5.8,100.0
68.95,ml,31.2,5.8,100.0
69.02,ml,41.6,5.8,100.0
69.1,ml,42.0,5.8,100.0
69.17,ml,48.2,5.8,100.0
69.24,ml,38.7,5.8,100.0
69.31,ml,47.6,5.8,100.0
69.38,ml,41.1,5.8,100.0
69.46,ml,40.1,5.8,100.0
69.55,ml,25.4,5.8,100.0
69.63,ml,33.3,5.8,100.0
69.73,ml,27.6,5.8,100.0
69.81,ml,39.8,5.8,100.0
69.9,ml,31.1,5.8,100.0
69.99,ml,31.0,5.8,100.0
70.08,ml,31.3,5.8,100.0
70.17,ml,23.4,5.8,100.0
70.25,ml,31.8,5.8,100.0
70.34,ml,41.2,5.8,100.0
70.43,ml,26.2,5.8,100.0
70.53,ml,31.2,5.8,100.0
70.61,ml,35.7,5.8,100.0
70.68,ml,42.5,5.8,100.0
70.76,ml,37.6,5.8,100.0
70.83,ml,37.3,5.8,100.0
70.9,ml,41.9,5.8,100.0
70.98,ml,38.2,5.8,100.0
71.05,ml,45.4,5.8,100.0
71.14,ml,32.9,5.8,100.0
71.21,ml,34.7,5.8,100.0
71.29,ml,42.2,5.8,100.0
71.37,ml,29.6,5.8,100.0
71.46,ml,38.1,5.8,100.0
71.54,ml,35.4,5.8,100.0
71.62,ml,35.2,5.8,100.0
71.73,ml,37.5,5.8,100.0
71.81,ml,41.2,5.8,100.0
71.89,ml,40.7,5.8,100.0
71.96,ml,43.0,5.8,100.0
72.03,ml,43.3,5.8,100.0
72.1,ml,41.7,5.8,100.0
72.2,ml,23.0,4.8,85.0
72.27,ml,41.8,4.4,91.0
72.35,ml,39.9,4.2,78.0
72.42,ml,40.5,4.2,92.0
72.51,ml,33.2,5.5,97.0
72.58,ml,40.1,4.1,96.0
72.66,ml,40.0,4.2,99.0
72.73,ml,38.5,4.6,98.0
72.79,ml,43.7,4.1,98.0
72.88,ml,33.1,5.0,99.0
72.96,ml,33.1,5.5,95.0
73.03,ml,37.7,4.2,96.0
73.12,ml,30.6,6.0,50.0
73.19,ml,37.6,4.4,65.0
73.26,ml,40.5,4.1,76.0
73.34,ml,39.8,4.5,65.0
73.42,ml,40.6,3.7,65.0
73.5,ml,37.1,4.8,67.0
73.57,ml,43.2,4.0,75.0
73.65,ml,38.8,4.4,66.0
73.73,ml,34.4,4.4,70.0
73.81,ml,36.1,4.9,75.0
73.99,ml,7.7,4.3,71.0
74.05,ml,38.7,4.1,85.0
74.13,ml,37.7,4.2,87.0
74.21,ml,37.8,4.5,94.0
74.29,ml,39.3,4.5,97.0
74.36,ml,41.1,4.1,98.0
74.44,ml,41.3,4.4,94.0
74.51,ml,39.5,4.2,91.0
74.59,ml,40.1,4.3,95.0
74.66,ml,40.7,4.2,95.0
74.73,ml,39.8,4.4,92.0
74.8,ml,42.3,4.3,94.0
74.88,ml,36.1,5.2,93.0
74.95,ml,39.7,5.2,92.0
75.03,ml,37.0,5.6,94.0
75.11,ml,35.8,4.5,90.0
75.19,ml,37.0,4.1,94.0
75.28,ml,24.1,8.5,94.0
75.36,ml,39.3,4.3,93.0
75.44,ml,34.3,7.3,90.0
75.52,ml,34.1,4.0,92.0
75.59,ml,33.9,5.7,92.0
75.67,ml,32.6,8.1,91.0
75.75,ml,35.6,4.1,92.0
75.83,ml,31.2,7.0,90.0
75.9,ml,38.7,4.8,45.0
75.98,ml,34.3,5.5,43.0
76.05,ml,48.7,5.5,43.0
76.11,ml,43.3,5.5,43.0
76.19,ml,44.0,5.5,43.0
76.25,ml,41.0,5.5,43.0
76.31,ml,45.7,5.5,43.0
76.38,ml,40.6,5.5,43.0
76.45,ml,43.6,5.5,43.0
76.52,ml,41.0,5.5,43.0
76.6,ml,40.0,5.5,43.0
76.67,ml,42.5,5.5,43.0
76.75,ml,46.3,5.5,43.0
76.82,ml,29.8,5.5,43.0
76.89,ml,41.6,5.5,43.0
76.96,ml,44.0,5.5,43.0
77.03,ml,38.6,5.5,43.0
77.1,ml,45.9,5.5,43.0
77.17,ml,42.7,5.5,43.0
77.24,ml,41.8,5.5,43.0
77.31,ml,47.0,5.5,43.0
77.37,ml,44.3,5.5,43.0
77.44,ml,39.2,5.5,43.0
77.51,ml,43.5,5.5,43.0
77.57,ml,48.5,5.5,43.0
77.64,ml,43.3,5.5,43.0
77.7,ml,38.8,5.5,43.0
77.79,ml,29.8,5.5,43.0
77.86,ml,42.4,5.5,43.0
77.92,ml,45.5,5.5,43.0
77.98,ml,44.1,5.5,43.0
78.06,ml,42.2,5.5,43.0
78.13,ml,45.1,5.5,43.0
78.22,ml,32.6,5.5,43.0
78.28,ml,47.9,5.5,43.0
78.37,ml,39.2,5.5,43.0
78.47,ml,19.0,5.5,43.0
78.55,ml,46.6,5.5,43.0
78.61,ml,45.3,5.5,43.0
78.67,ml,47.8,5.5,43.0
78.74,ml,40.6,5.5,43.0
78.81,ml,44.2,5.5,43.0
78.88,ml,40.7,5.5,43.0
78.95,ml,42.0,5.5,43.0
79.03,ml,48.2,5.5,43.0
79.09,ml,42.5,5.5,43.0
79.16,ml,40.0,5.5,43.0
79.24,ml,32.3,5.5,43.0
79.32,ml,45.7,5.5,43.0
79.39,ml,37.7,5.5,43.0
79.47,ml,38.0,5.5,43.0
79.53,ml,48.9,5.5,43.0
79.6,ml,43.1,5.5,43.0
79.66,ml,42.1,5.5,43.0
79.73,ml,39.2,5.5,43.0
79.81,ml,39.7,5.5,43.0
79.88,ml,37.4,5.5,43.0
79.96,ml,42.9,5.5,43.0
80.04,ml,43.2,5.5,43.0
80.11,ml,42.3,5.5,43.0
80.17,ml,41.9,5.5,43.0
80.26,ml,35.8,5.5,43.0
80.34,ml,26.3,5.5,43.0
80.42,ml,41.1,5.5,43.0
80.5,ml,46.4,5.5,43.0
80.56,ml,44.5,5.5,43.0
80.62,ml,42.6,5.5,43.0
80.7,ml,44.6,5.5,43.0
80.76,ml,40.2,5.5,43.0
80.85,ml,34.2,5.5,43.0
80.92,ml,45.4,5.5,43.0
80.98,ml,42.8,5.5,43.0
81.06,ml,44.4,5.5,43.0
81.15,ml,31.1,5.5,43.0
81.23,ml,40.4,5.5,43.0
81.31,ml,44.7,5.5,43.0
81.37,ml,49.8,5.5,43.0
81.43,ml,45.7,5.5,43.0
81.49,ml,48.7,5.5,43.0
81.56,ml,39.2,5.5,43.0
81.64,ml,39.1,5.5,43.0
81.72,ml,44.3,5.5,43.0
81.78,ml,43.9,5.5,43.0
81.84,ml,41.0,5.5,43.0
81.92,ml,41.4,5.5,43.0
82.0,ml,48.0,5.5,43.0
82.1,ml,25.4,5.5,43.0
82.17,ml,41.9,5.5,43.0
82.25,ml,35.0,5.5,43.0
82.33,ml,45.7,5.5,43.0
82.41,ml,39.2,5.5,43.0
82.49,ml,28.7,5.5,43.0
82.57,ml,40.0,5.5,43.0
82.66,ml,29.6,5.5,43.0
82.73,ml,40.4,5.5,43.0
82.81,ml,38.1,5.5,43.0
82.9,ml,25.1,5.5,43.0
82.98,ml,37.1,5.5,43.0
83.05,ml,41.8,5.5,43.0
83.14,ml,31.6,5.5,43.0
83.22,ml,41.6,5.5,43.0
83.31,ml,33.2,5.5,43.0
83.41,ml,19.1,5.5,43.0
83.52,ml,18.2,9.1,61.0
83.6,ml,32.8,5.5,43.0
83.67,ml,35.2,5.3,30.0
83.75,ml,36.7,5.6,34.0
83.83,ml,36.4,4.5,28.0
83.9,ml,37.4,4.3,37.0
83.98,ml,35.4,6.8,35.0
84.07,ml,23.2,7.8,52.0
84.15,ml,44.2,7.8,52.0
84.23,ml,25.6,7.8,52.0
84.3,ml,42.8,7.8,52.0
84.4,ml,26.9,7.8,52.0
84.46,ml,42.6,7.8,52.0
84.52,ml,42.6,7.8,52.0
84.61,ml,34.0,7.8,52.0
84.68,ml,37.0,7.8,52.0
84.76,ml,35.5,7.8,52.0
84.84,ml,35.8,7.8,52.0
84.92,ml,27.6,7.8,52.0
85.0,ml,41.7,7.8,52.0
85.09,ml,28.3,7.8,52.0
85.15,ml,48.5,7.8,52.0
85.22,ml,46.4,7.8,52.0
85.28,ml,42.2,7.8,52.0
85.36,ml,39.4,7.8,52.0
85.44,ml,39.3,7.8,52.0
85.51,ml,37.7,7.8,52.0
85.59,ml,45.6,7.8,52.0
85.65,ml,40.6,7.8,52.0
85.73,ml,43.1,7.8,52.0
85.8,ml,42.1,7.8,52.0
85.87,ml,42.1,7.8,52.0
85.95,ml,36.4,7.8,52.0
86.03,ml,39.2,7.8,52.0
86.1,ml,46.5,7.8,52.0
86.16,ml,45.8,7.8,52.0
86.22,ml,44.8,7.8,52.0
86.28,ml,50.2,7.8,52.0
86.35,ml,40.1,7.8,52.0
86.43,ml,45.6,7.8,52.0
86.49,ml,47.8,7.8,52.0
86.55,ml,44.1,7.8,52.0
86.63,ml,44.0,7.8,52.0
86.71,ml,42.2,7.8,52.0
86.78,ml,39.5,7.8,52.0
86.86,ml,42.7,7.8,52.0
86.94,ml,43.5,7.8,52.0
87.0,ml,42.0,7.8,52.0
87.08,ml,37.6,7.8,52.0
87.15,ml,44.2,7.8,52.0
87.22,ml,38.9,7.8,52.0
87.29,ml,43.3,7.8,52.0
87.37,ml,45.3,7.8,52.0
87.44,ml,40.2,7.8,52.0
87.51,ml,39.1,7.8,52.0
87.59,ml,32.7,7.8,52.0
87.65,ml,46.7,7.8,52.0
87.73,ml,35.9,7.8,52.0
87.8,ml,42.8,7.8,52.0
87.88,ml,33.3,7.8,52.0
87.95,ml,36.5,7.8,52.0
88.02,ml,41.7,7.8,52.0
88.1,ml,39.6,7.8,52.0
88.17,ml,49.8,7.8,52.0
88.24,ml,40.2,7.8,52.0
88.33,ml,24.0,7.8,52.0
88.42,ml,23.6,4.6,84.0
88.51,ml,31.4,10.4,79.0
88.58,ml,35.0,10.4,79.0
88.67,ml,23.3,4.8,97.0
88.75,ml,39.3,4.5,99.0
88.83,ml,32.6,3.8,60.0
88.9,ml,46.4,3.8,60.0
88.96,ml,42.4,3.8,60.0
89.04,ml,47.8,3.8,60.0
89.11,ml,31.4,3.8,60.0
89.18,ml,40.8,3.8,60.0
89.26,ml,30.3,3.8,60.0
89.34,ml,28.8,3.8,60.0
89.42,ml,46.2,3.8,60.0
89.49,ml,42.9,3.8,60.0
89.57,ml,41.5,3.8,60.0
89.64,ml,43.2,3.8,60.0
89.73,ml,28.0,3.8,60.0
89.81,ml,39.0,3.8,60.0
89.88,ml,46.9,3.8,60.0
89.96,ml,37.7,3.8,60.0
90.03,ml,40.3,3.8,60.0
90.1,ml,37.9,3.8,60.0
90.17,ml,44.3,3.8,60.0
90.25,ml,30.6,3.8,60.0
90.32,ml,39.0,3.8,60.0
90.4,ml,35.5,3.8,60.0
90.48,ml,37.9,3.8,60.0
90.55,ml,38.4,3.8,60.0
90.63,ml,48.7,3.8,60.0
90.7,ml,34.8,3.8,60.0
90.77,ml,41.7,3.8,60.0
90.85,ml,43.4,3.8,60.0
90.92,ml,41.7,3.8,60.0
90.99,ml,42.9,3.8,60.0
91.06,ml,44.4,3.8,60.0
91.12,ml,48.1,3.8,60.0
91.19,ml,45.7,3.8,60.0
91.25,ml,46.1,3.8,60.0
91.31,ml,45.0,3.8,60.0
91.38,ml,40.7,3.8,60.0
91.45,ml,41.7,3.8,60.0
91.55,ml,22.8,4.7,84.0
91.62,ml,43.7,4.1,74.0
91.79,ml,7.8,4.5,99.0
91.86,ml,37.7,4.8,99.0
91.94,ml,37.8,4.5,99.0
92.02,ml,34.2,5.3,98.0
92.1,ml,28.2,5.9,99.0
92.16,ml,41.9,4.2,99.0
92.23,ml,39.8,4.2,99.0
92.3,ml,42.2,4.8,99.0
92.38,ml,41.6,4.2,99.0
92.46,ml,38.7,4.5,98.0
92.54,ml,40.7,3.7,98.0
92.61,ml,36.2,3.9,98.0
92.69,ml,39.4,3.8,99.0
92.76,ml,39.1,4.4,61.0
92.84,ml,36.7,4.3,77.0
92.91,ml,48.0,4.2,87.0
92.97,ml,50.7,4.6,88.0
93.03,ml,44.2,4.1,93.0
93.1,ml,41.1,4.2,92.0
93.18,ml,39.9,4.3,94.0
93.36,ml,7.5,7.3,99.0
93.43,ml,40.3,4.2,98.0
93.51,ml,32.1,5.7,94.0
93.58,ml,45.1,4.2,91.0
93.64,ml,38.8,4.6,92.0
93.72,ml,39.8,3.8,92.0
93.8,ml,42.4,4.1,92.0
93.86,ml,41.0,4.7,93.0
93.94,ml,39.9,3.9,87.0
94.02,ml,35.2,4.2,89.0
94.09,ml,36.2,3.2,91.0
94.17,ml,38.7,4.7,94.0
94.25,ml,39.5,3.9,94.0
94.32,ml,36.8,4.3,90.0
94.4,ml,40.0,4.4,93.0
94.48,ml,38.2,3.9,95.0
94.56,ml,31.9,8.1,94.0
94.63,ml,36.7,4.8,94.0
94.71,ml,41.5,3.9,94.0
94.78,ml,38.9,4.9,94.0
94.87,ml,34.0,5.3,94.0
94.94,ml,43.2,4.1,95.0
95.02,ml,36.3,4.7,94.0
95.1,ml,32.2,5.5,94.0
95.17,ml,40.7,4.9,95.0
95.25,ml,39.7,4.5,94.0
95.31,ml,35.5,5.1,96.0
95.39,ml,38.1,4.1,93.0
95.47,ml,37.4,4.0,93.0
95.54,ml,36.6,4.0,92.0
95.62,ml,42.2,3.8,91.0
95.7,ml,38.0,3.3,96.0
95.77,ml,42.2,3.9,94.0
95.83,ml,47.6,3.8,95.0
95.9,ml,42.9,4.1,93.0
95.96,ml,39.5,4.1,88.0
96.04,ml,38.0,4.4,96.0
96.1,ml,40.8,3.9,94.0
96.18,ml,36.9,3.9,94.0
96.26,ml,37.1,4.7,93.0
96.33,ml,38.9,3.9,91.0
96.39,ml,43.6,3.9,95.0
96.46,ml,40.6,4.0,89.0
96.54,ml,37.0,4.4,93.0
96.61,ml,40.4,3.8,95.0
96.69,ml,41.9,4.0,94.0
96.76,ml,42.0,3.9,97.0
96.83,ml,43.0,3.8,95.0
96.89,ml,41.3,4.0,94.0
96.97,ml,38.5,4.1,94.0
97.05,ml,38.5,4.9,92.0
97.12,ml,40.9,3.5,94.0
97.2,ml,38.5,3.9,91.0
97.28,ml,36.2,4.8,92.0
97.36,ml,38.3,3.8,89.0
97.43,ml,38.4,4.4,91.0
97.51,ml,34.5,4.4,91.0
97.59,ml,37.9,4.1,92.0
97.66,ml,36.9,4.6,94.0
97.74,ml,33.0,5.6,94.0
97.81,ml,43.7,4.0,96.0
97.89,ml,40.0,3.7,95.0
97.97,ml,37.7,4.9,91.0
98.04,ml,41.2,4.3,92.0
98.11,ml,41.3,4.1,92.0
98.19,ml,40.5,3.8,89.0
98.25,ml,39.1,4.5,92.0
98.33,ml,35.5,4.5,95.0
98.41,ml,36.3,4.6,92.0
98.49,ml,38.6,3.8,92.0
98.57,ml,33.1,4.5,93.0
98.64,ml,42.8,3.8,93.0
98.72,ml,37.9,4.8,94.0
98.8,ml,37.2,3.8,88.0
98.87,ml,39.7,5.1,91.0
98.95,ml,36.6,4.4,84.0
99.03,ml,44.6,4.0,92.0
99.09,ml,41.2,4.0,87.0
99.17,ml,41.5,4.1,86.0
99.23,ml,50.9,4.1,86.0
99.29,ml,44.0,4.1,86.0
99.37,ml,46.7,4.1,86.0
99.43,ml,42.9,4.1,86.0
99.51,ml,37.9,4.1,86.0
99.58,ml,43.1,4.1,86.0
99.66,ml,42.8,4.1,86.0
99.72,ml,49.3,4.1,86.0
99.79,ml,43.0,4.1,86.0
99.84,ml,48.1,4.1,86.0
99.91,ml,45.0,4.1,86.0
99.97,ml,45.3,4.1,86.0
100.03,ml,40.2,4.1,86.0
100.11,ml,47.9,4.1,86.0
100.18,ml,28.9,4.1,86.0
100.26,ml,44.4,4.1,86.0
100.32,ml,44.6,4.1,86.0
100.39,ml,39.6,4.1,86.0
100.45,ml,45.7,4.1,86.0
100.51,ml,48.3,4.1,86.0
100.58,ml,42.0,4.1,86.0
100.64,ml,44.9,4.1,86.0
100.7,ml,45.5,4.1,86.0
100.76,ml,48.2,4.1,86.0
100.83,ml,38.0,4.1,86.0
100.89,ml,49.0,4.1,86.0
100.96,ml,46.4,4.1,86.0
101.02,ml,41.0,4.1,86.0
101.08,ml,46.9,4.1,86.0
101.14,ml,46.7,4.1,86.0
101.21,ml,41.3,4.1,86.0
101.28,ml,44.0,4.1,86.0
101.36,ml,30.3,4.1,86.0
101.44,ml,29.7,4.1,86.0
101.54,ml,28.2,4.1,86.0
101.61,ml,35.0,4.1,86.0
101.68,ml,42.0,4.1,86.0
101.76,ml,40.5,4.1,86.0
101.84,ml,37.9,4.1,86.0
101.92,ml,39.3,4.1,86.0
101.99,ml,48.4,4.1,86.0
102.05,ml,44.0,4.1,86.0
102.12,ml,41.7,4.1,86.0
102.2,ml,30.2,4.1,86.0
102.27,ml,42.5,4.1,86.0
102.35,ml,46.4,4.1,86.0
102.41,ml,42.8,4.1,86.0
102.5,ml,31.0,4.1,86.0
102.57,ml,36.6,4.1,86.0
102.65,ml,27.5,4.1,86.0
102.72,ml,35.8,4.1,86.0
102.8,ml,46.4,4.1,86.0
102.88,ml,43.4,4.1,86.0
102.96,ml,29.3,4.1,86.0
103.05,ml,40.9,4.1,86.0
103.13,ml,43.3,4.1,86.0
103.2,ml,42.6,4.1,86.0
103.29,ml,28.4,4.1,86.0
103.38,ml,39.0,4.1,86.0
103.46,ml,36.6,4.1,86.0
103.54,ml,32.8,4.1,86.0
103.62,ml,49.1,4.1,86.0
103.7,ml,42.2,4.1,86.0
